"Name","Team","POS","Salary","Years","Total Value","Avg Annual","year"
"Jose Ramirez","CLE","3B","$2,828,600","5 (2017-21)","$26,000,000","$5,200,000",2012
"Aaron Hicks","NYY","OF","$2,825,000","1 (2018)","$2,825,000","$2,825,000",2012
"Rene Rivera","LAA","C","$2,800,000","1 (2018)","$2,800,000","$2,800,000",2012
"Will Harris","HOU","RP","$2,800,000","2 (2017-18)","$5,000,000","$2,500,000",2012
"Yoshihisa Hirano","ARI","RP","$2,750,000","2 (2018-19)","$6,000,000","$3,000,000",2012
"Brandon Guyer","CLE","OF","$2,750,000","2 (2017-18)","$5,000,000","$2,500,000",2012
"Nick Vincent","SEA","RP","$2,750,000","1 (2018)","$2,750,000","$2,750,000",2012
"George Kontos","PIT","RP","$2,725,000","1 (2018)","$2,725,000","$2,725,000",2012
"Jake Diekman","TEX","RP","$2,712,500","1 (2018)","$2,712,500","$2,712,500",2012
"Aaron Sanchez","TOR","SP","$2,700,000","1 (2018)","$2,700,000","$2,700,000",2012
"Randal Grichuk","TOR","OF","$2,600,000","1 (2018)","$2,600,000","$2,600,000",2012
"Joc Pederson","LAD","OF","$2,600,000","1 (2018)","$2,600,000","$2,600,000",2012
"Jonathan Villar","MIL","2B","$2,550,000","1 (2018)","$2,550,000","$2,550,000",2012
"Michael A. Taylor","WSH","OF","$2,525,000","1 (2018)","$2,525,000","$2,525,000",2012
"Boone Logan","MIL","RP","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2012
"Matt Albers","MIL","RP","$2,500,000","2 (2018-19)","$5,000,000","$2,500,000",2012
"Nick Hundley","SF","C","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2012
"Will Smith","SF","RP","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2012
"Sergio Romo","TB","RP","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2012
"David Hernandez","CIN","RP","$2,500,000","2 (2018-19)","$5,000,000","$2,500,000",2012
"Alcides Escobar","KC","SS","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2012
"Lance McCullers Jr.","HOU","SP","$2,450,000","1 (2018)","$2,450,000","$2,450,000",2012
"Zach McAllister","CLE","RP","$2,450,000","1 (2018)","$2,450,000","$2,450,000",2012
"Luis Avilan","CWS","RP","$2,450,000","1 (2018)","$2,450,000","$2,450,000",2012
"Brad Peacock","HOU","RP","$2,440,000","1 (2018)","$2,440,000","$2,440,000",2012
"Eric Sogard","MIL","2B","$2,400,000","1 (2018)","$2,400,000","$2,400,000",2012
"Eduardo Rodriguez","BOS","SP","$2,375,000","1 (2018)","$2,375,000","$2,375,000",2012
"James McCann","DET","C","$2,375,000","1 (2018)","$2,375,000","$2,375,000",2012
"Kendall Graveman","OAK","SP","$2,360,000","1 (2018)","$2,360,000","$2,360,000",2012
"Yolmer Sanchez","CWS","3B","$2,350,000","1 (2018)","$2,350,000","$2,350,000",2012
"Tony Cingrani","LAD","RP","$2,300,000","1 (2018)","$2,300,000","$2,300,000",2012
"C.J. Cron","TB","1B","$2,300,000","1 (2018)","$2,300,000","$2,300,000",2012
"Drew Butera","KC","C","$2,300,000","2 (2017-18)","$3,800,000","$1,900,000",2012
"Carlos Rodon","CWS","SP","$2,300,000","1 (2018)","$2,300,000","$2,300,000",2012
"Jorge De La Rosa","ARI","RP","$2,250,000","1 (2018)","$2,250,000","$2,250,000",2012
"Randall Delgado","ARI","RP","$2,250,000","1 (2018)","$2,250,000","$2,250,000",2012
"Craig Stammen","SD","RP","$2,250,000","2 (2018-19)","$4,500,000","$2,250,000",2012
"Robinson Chirinos","TEX","C","$2,250,000","2 (2017-18)","$4,200,000","$2,100,000",2012
"Brock Holt","BOS","2B","$2,225,000","1 (2018)","$2,225,000","$2,225,000",2012
"Mike Foltynewicz","ATL","SP","$2,200,000","1 (2018)","$2,200,000","$2,200,000",2012
"Josh Fields","LAD","RP","$2,200,000","1 (2018)","$2,200,000","$2,200,000",2012
"Dominic Leone","STL","RP","$2,170,000","1 (2018)","$2,170,000","$2,170,000",2012
"Blake Treinen","OAK","RP","$2,150,000","1 (2018)","$2,150,000","$2,150,000",2012
"Chris Hatcher","OAK","RP","$2,150,000","1 (2018)","$2,150,000","$2,150,000",2012
"Zach Duke","MIN","RP","$2,150,000","1 (2018)","$2,150,000","$2,150,000",2012
"Jared Hughes","CIN","RP","$2,125,000","2 (2018-19)","$4,500,000","$2,250,000",2012
"Tyler Thornburg","BOS","RP","$2,050,000","1 (2018)","$2,050,000","$2,050,000",2012
"Chris Young","LAA","OF","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Aledmys Diaz","TOR","SS","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Seung Hwan Oh","TOR","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Daniel Descalso","ARI","1B","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Jeff Mathis","ARI","C","$2,000,000","2 (2017-18)","$4,000,000","$2,000,000",2012
"Tom Koehler","LAD","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Jacob Turner","MIA","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Jose Reyes","NYM","SS","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Nathan Eovaldi","TB","SP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Chad Bettis","COL","SP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Michael Pineda","MIN","SP","$2,000,000","2 (2018-19)","$10,000,000","$5,000,000",2012
"Robbie Grossman","MIN","OF","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Hector Santiago","CWS","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2012
"Hernan Perez","MIL","2B","$1,975,000","1 (2018)","$1,975,000","$1,975,000",2012
"Sandy Leon","BOS","C","$1,950,000","1 (2018)","$1,950,000","$1,950,000",2012
"Shane Greene","DET","RP","$1,950,000","1 (2018)","$1,950,000","$1,950,000",2012
"Alex Wilson","DET","RP","$1,925,000","1 (2018)","$1,925,000","$1,925,000",2012
"JC Ramirez","LAA","SP","$1,900,000","1 (2018)","$1,900,000","$1,900,000",2012
"Jake Marisnick","HOU","OF","$1,900,000","1 (2018)","$1,900,000","$1,900,000",2012
"Liam Hendriks","OAK","RP","$1,900,000","1 (2018)","$1,900,000","$1,900,000",2012
"Kazuhisa Makita","SD","RP","$1,900,000","2 (2018-19)","$3,800,000","$1,900,000",2012
"Tyler Skaggs","LAA","SP","$1,875,000","1 (2018)","$1,875,000","$1,875,000",2012
"Brad Boxberger","ARI","RP","$1,850,000","1 (2018)","$1,850,000","$1,850,000",2012
"Aaron Loup","TOR","RP","$1,812,500","1 (2018)","$1,812,500","$1,812,500",2012
"Blake Parker","LAA","RP","$1,800,000","1 (2018)","$1,800,000","$1,800,000",2012
"Jeremy Jeffress","MIL","RP","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2012
"Rajai Davis","CLE","OF","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2012
"Chris Martin","TEX","RP","$1,750,000","2 (2018-19)","$4,000,000","$2,000,000",2012
"Tony Barnette","TEX","RP","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2012
"Leonys Martin","DET","OF","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2012
"Cory Spangenberg","SD","2B","$1,700,000","1 (2018)","$1,700,000","$1,700,000",2012
"Cory Gearrin","SF","RP","$1,675,000","1 (2018)","$1,675,000","$1,675,000",2012
"Dylan Bundy","BAL","SP","$1,640,000","1 (2018)","$1,640,000","$1,640,000",2012
"Roberto Perez","CLE","C","$1,625,000","4 (2017-20)","$9,000,000","$2,250,000",2012
"Ketel Marte","ARI","SS","$1,600,000","5 (2018-22)","$24,000,000","$4,800,000",2012
"Enrique Hernandez","LAD","OF","$1,600,000","1 (2018)","$1,600,000","$1,600,000",2012
"Ryan Pressly","MIN","RP","$1,600,000","1 (2018)","$1,600,000","$1,600,000",2012
"Hunter Strickland","SF","RP","$1,550,000","1 (2018)","$1,550,000","$1,550,000",2012
"Stephen Piscotty","OAK","OF","$1,500,000","6 (2017-22)","$33,500,000","$5,583,333",2012
"John Axford","TOR","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Tyler Clippard","TOR","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Paul DeJong","STL","SS","$1,500,000","6 (2018-23)","$26,000,000","$4,333,333",2012
"Fernando Salas","ARI","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Pedro Baez","LAD","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Derek Holland","SF","SP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Matt Belisle","CLE","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Cliff Pennington","CIN","2B","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2012
"Blake Wood","LAA","RP","$1,450,000","1 (2018)","$1,450,000","$1,450,000",2012
"Devon Travis","TOR","2B","$1,450,000","1 (2018)","$1,450,000","$1,450,000",2012
"Christian Vazquez","BOS","C","$1,450,000","1 (2018)","$1,450,000","$1,450,000",2012
"Nate Karns","KC","SP","$1,375,000","1 (2018)","$1,375,000","$1,375,000",2012
"Michael Lorenzen","CIN","RP","$1,312,500","1 (2018)","$1,312,500","$1,312,500",2012
"Tommy Kahnle","NYY","RP","$1,312,500","1 (2018)","$1,312,500","$1,312,500",2012
"Miguel Montero","WSH","C","$1,300,000","1 (2018)","$1,300,000","$1,300,000",2012
"Chris Rusin","COL","RP","$1,287,500","1 (2018)","$1,287,500","$1,287,500",2012
"Nick Ahmed","ARI","SS","$1,275,000","1 (2018)","$1,275,000","$1,275,000",2012
"Caleb Joseph","BAL","C","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2012
"A.J. Ellis","SD","C","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2012
"Kevin Jepsen","TEX","RP","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2012
"Phil Gosselin","CIN","2B","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2012
"Justin Grimm","KC","RP","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2012
"Tyler Lyons","STL","RP","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2012
"Danny Valencia","BAL","1B","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2012
"Luis Garcia","PHI","RP","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2012
"Keone Kela","TEX","RP","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2012
"Andrew Chafin","ARI","RP","$1,195,000","1 (2018)","$1,195,000","$1,195,000",2012
"Miguel Rojas","MIA","SS","$1,180,000","1 (2018)","$1,180,000","$1,180,000",2012
"Leury Garcia","CWS","OF","$1,175,000","1 (2018)","$1,175,000","$1,175,000",2012
"Scott Kingery","PHI","2B","$1,166,666","6 (2018-23)","$24,000,000","$4,000,000",2012
"Dan Otero","CLE","RP","$1,150,000","2 (2018-19)","$2,500,000","$1,250,000",2012
"Kyle Barraclough","MIA","RP","$1,113,000","1 (2018)","$1,113,000","$1,113,000",2012
"Cam Bedrosian","LAA","RP","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2012
"Rex Brothers","ATL","RP","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2012
"Steven Wright","BOS","SP","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2012
"Austin Romine","NYY","C","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2012
"Braxton Lee","MIA","OF","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Brett Graves","MIA","RP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Caleb Smith","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Chris O'Grady","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Dillon Peters","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Drew Steckenrider","MIA","RP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Elieser Hernandez","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Odrisamer Despaigne","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2012
"Sam Freeman","ATL","RP","$1,075,000","1 (2018)","$1,075,000","$1,075,000",2012
"Kirby Yates","SD","RP","$1,062,500","1 (2018)","$1,062,500","$1,062,500",2012
"Jose Alvarez","LAA","RP","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2012
"Andrew Romine","SEA","SS","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2012
"Jurickson Profar","TEX","2B","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2012
"Danny Farquhar","CWS","RP","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2012
"Carlos Correa","HOU","SS","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Peter Bourjos","ATL","OF","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Chase Utley","LAD","2B","$1,000,000","2 (2018-19)","$2,000,000","$1,000,000",2012
"Gregor Blanco","SF","OF","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Bryan Holaday","MIA","C","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Joaquin Benoit","WSH","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Pedro Alvarez","BAL","1B","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Jordan Lyles","SD","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Jesse Chavez","TEX","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Tim Lincecum","TEX","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Blaine Boyer","KC","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Ryan Goins","KC","SS","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Ehire Adrianza","MIN","SS","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2012
"Tim Anderson","CWS","SS","$1,000,000","6 (2017-22)","$25,000,000","$4,166,667",2012
"Tommy La Stella","CHC","2B","$950,000","1 (2018)","$950,000","$950,000",2012
"Matt Szczur","SD","OF","$950,000","1 (2018)","$950,000","$950,000",2012
"Matt Duffy","TB","3B","$930,000","1 (2018)","$930,000","$930,000",2012
"Jesus Sucre","TB","C","$925,000","1 (2018)","$925,000","$925,000",2012
"Josh Phegley","OAK","C","$905,000","1 (2018)","$905,000","$905,000",2012
"Craig Gentry","BAL","OF","$900,000","1 (2018)","$900,000","$900,000",2012
"Ryan Rua","TEX","OF","$870,000","1 (2018)","$870,000","$870,000",2012
"Anthony DeSclafani","CIN","SP","$860,000","1 (2018)","$860,000","$860,000",2012
"Ji-Man Choi","MIL","1B","$850,000","1 (2018)","$850,000","$850,000",2012
"T.J. McFarland","ARI","RP","$850,000","1 (2018)","$850,000","$850,000",2012
"Carson Smith","BOS","RP","$850,000","1 (2018)","$850,000","$850,000",2012
"Jacob Lindgren","ATL","RP","$820,000","1 (2018)","$820,000","$820,000",2012
"Chasen Shreve","NYY","RP","$805,000","1 (2018)","$805,000","$805,000",2012
"Andrew Heaney","LAA","SP","$800,000","1 (2018)","$800,000","$800,000",2012
"Chase Whitley","ATL","RP","$800,000","1 (2018)","$800,000","$800,000",2012
"Guillermo Heredia","SEA","OF","$782,000","1 (2018)","$782,000","$782,000",2012
"Jake Smolinski","OAK","OF","$775,000","1 (2018)","$775,000","$775,000",2012
"Ryan Flaherty","ATL","2B","$750,000","1 (2018)","$750,000","$750,000",2012
"Ichiro Suzuki","SEA","OF","$750,000","1 (2018)","$750,000","$750,000",2012
"Chaz Roe","TB","RP","$720,000","1 (2018)","$720,000","$720,000",2012
"Kevin Quackenbush","CIN","RP","$690,000","1 (2018)","$690,000","$690,000",2012
"Javier Baez","CHC","2B","$657,000","1 (2018)","$657,000","$657,000",2012
"Francisco Pena","STL","C","$650,000","1 (2018)","$650,000","$650,000",2012
"Wade LeBlanc","SEA","RP","$650,000","1 (2018)","$650,000","$650,000",2012
"Robbie Erlin","SD","SP","$650,000","1 (2018)","$650,000","$650,000",2012
"Niko Goodrum","DET","3B","$650,000","1 (2018)","$650,000","$650,000",2012
"Trevor May","MIN","RP","$650,000","1 (2018)","$650,000","$650,000",2012
"Adam Duvall","CIN","OF","$645,000","1 (2018)","$645,000","$645,000",2012
"Yimi Garcia","LAD","RP","$630,000","1 (2018)","$630,000","$630,000",2012
"Francisco Lindor","CLE","SS","$623,200","1 (2018)","$623,200","$623,200",2012
"Aaron Judge","NYY","OF","$622,300","1 (2018)","$622,300","$622,300",2012
"Brandon Drury","NYY","3B","$621,900","1 (2018)","$621,900","$621,900",2012
"Andrew Benintendi","BOS","OF","$620,500","1 (2018)","$620,500","$620,500",2012
"Gary Sanchez","NYY","C","$620,400","1 (2018)","$620,400","$620,400",2012
"Ronald Torreyes","NYY","SS","$615,500","1 (2018)","$615,500","$615,500",2012
"Mike Montgomery","CHC","RP","$611,250","1 (2018)","$611,250","$611,250",2012
"Dan Winkler","ATL","RP","$610,000","1 (2018)","$610,000","$610,000",2012
"Zac Rosscup","COL","RP","$610,000","1 (2018)","$610,000","$610,000",2012
"Michael Conforto","NYM","OF","$605,094","1 (2018)","$605,094","$605,094",2012
"Corey Seager","LAD","SS","$605,000","1 (2018)","$605,000","$605,000",2012
"Matt Barnes","BOS","RP","$605,000","1 (2018)","$605,000","$605,000",2012
"Luis Severino","NYY","SP","$604,975","1 (2018)","$604,975","$604,975",2012
"Kyle Schwarber","CHC","OF","$604,500","1 (2018)","$604,500","$604,500",2012
"Willson Contreras","CHC","C","$604,500","1 (2018)","$604,500","$604,500",2012
"Eddie Rosario","MIN","OF","$602,500","1 (2018)","$602,500","$602,500",2012
"Miguel Sano","MIN","3B","$602,500","1 (2018)","$602,500","$602,500",2012
"Pedro Florimon","PHI","OF","$600,000","1 (2018)","$600,000","$600,000",2012
"Juan Centeno","TEX","C","$600,000","1 (2018)","$600,000","$600,000",2012
"Chris Devenski","HOU","RP","$599,200","1 (2018)","$599,200","$599,200",2012
"Alex Bregman","HOU","3B","$599,000","1 (2018)","$599,000","$599,000",2012
"Carl Edwards Jr.","CHC","RP","$594,000","1 (2018)","$594,000","$594,000",2012
"Max Kepler","MIN","OF","$587,500","1 (2018)","$587,500","$587,500",2012
"Cody Bellinger","LAD","1B","$585,000","1 (2018)","$585,000","$585,000",2012
"Ryan LaMarre","MIN","OF","$585,000","1 (2018)","$585,000","$585,000",2012
"Albert Almora Jr.","CHC","OF","$584,500","1 (2018)","$584,500","$584,500",2012
"Hector Neris","PHI","RP","$582,500","1 (2018)","$582,500","$582,500",2012
"Greg Bird","NYY","1B","$582,000","1 (2018)","$582,000","$582,000",2012
"Archie Bradley","ARI","RP","$581,900","1 (2018)","$581,900","$581,900",2012
"Heath Hembree","BOS","RP","$581,500","1 (2018)","$581,500","$581,500",2012
"Jordan Montgomery","NYY","SP","$580,450","1 (2018)","$580,450","$580,450",2012
"Raffy Lopez","SD","C","$580,000","1 (2018)","$580,000","$580,000",2012
"Scott Schebler","CIN","OF","$580,000","1 (2018)","$580,000","$580,000",2012
"Byron Buxton","MIN","OF","$580,000","1 (2018)","$580,000","$580,000",2012
"Zack Godley","ARI","SP","$579,200","1 (2018)","$579,200","$579,200",2012
"Brandon Finnegan","CIN","SP","$577,500","1 (2018)","$577,500","$577,500",2012
"Trea Turner","WSH","SS","$577,200","1 (2018)","$577,200","$577,200",2012
"Steven Matz","NYM","SP","$577,000","1 (2018)","$577,000","$577,000",2012
"Michael Feliz","PIT","RP","$575,500","1 (2018)","$575,500","$575,500",2012
"Michael Fulmer","DET","SP","$575,200","1 (2018)","$575,200","$575,200",2012
"Charlie Culberson","ATL","SS","$575,000","1 (2018)","$575,000","$575,000",2012
"Chris Stewart","ATL","C","$575,000","1 (2018)","$575,000","$575,000",2012
"Lane Adams","ATL","OF","$575,000","1 (2018)","$575,000","$575,000",2012
"Peter Moylan","ATL","RP","$575,000","1 (2018)","$575,000","$575,000",2012
"Chris Taylor","LAD","OF","$575,000","1 (2018)","$575,000","$575,000",2012
"Jose Urena","MIA","SP","$575,000","1 (2018)","$575,000","$575,000",2012
"Jorge Polanco","MIN","SS","$575,000","1 (2018)","$575,000","$575,000",2012
"Ryan Tepera","TOR","RP","$574,700","1 (2018)","$574,700","$574,700",2012
"Jesse Hahn","KC","SP","$574,000","1 (2018)","$574,000","$574,000",2012
"Brian Flynn","KC","RP","$573,500","1 (2018)","$573,500","$573,500",2012
"Cheslor Cuthbert","KC","3B","$573,500","1 (2018)","$573,500","$573,500",2012
"Aaron Nola","PHI","SP","$573,000","1 (2018)","$573,000","$573,000",2012
"Josh Bell","PIT","1B","$572,500","1 (2018)","$572,500","$572,500",2012
"Domingo Santana","MIL","OF","$572,400","1 (2018)","$572,400","$572,400",2012
"Zach Davies","MIL","SP","$572,000","1 (2018)","$572,000","$572,000",2012
"Adam Frazier","PIT","OF","$571,000","1 (2018)","$571,000","$571,000",2012
"Jameson Taillon","PIT","SP","$571,000","1 (2018)","$571,000","$571,000",2012
"Joe Musgrove","PIT","SP","$571,000","1 (2018)","$571,000","$571,000",2012
"Edwin Diaz","SEA","RP","$570,800","1 (2018)","$570,800","$570,800",2012
"Chad Green","NYY","RP","$570,800","1 (2018)","$570,800","$570,800",2012
"Eddie Butler","CHC","RP","$570,750","1 (2018)","$570,750","$570,750",2012
"Chad Kuhl","PIT","SP","$570,500","1 (2018)","$570,500","$570,500",2012
"Josh Smoker","PIT","RP","$570,500","1 (2018)","$570,500","$570,500",2012
"Tommy Pham","STL","OF","$570,100","1 (2018)","$570,100","$570,100",2012
"Ian Happ","CHC","OF","$570,000","1 (2018)","$570,000","$570,000",2012
"Jose Peraza","CIN","SS","$570,000","1 (2018)","$570,000","$570,000",2012
"Jose Berrios","MIN","SP","$570,000","1 (2018)","$570,000","$570,000",2012
"Matt Davidson","CWS","DH","$570,000","1 (2018)","$570,000","$570,000",2012
"Greg Garcia","STL","3B","$569,600","1 (2018)","$569,600","$569,600",2012
"Trevor Williams","PIT","SP","$569,500","1 (2018)","$569,500","$569,500",2012
"Whit Merrifield","KC","2B","$569,500","1 (2018)","$569,500","$569,500",2012
"Paulo Orlando","KC","OF","$568,500","1 (2018)","$568,500","$568,500",2012
"Alex Claudio","TEX","RP","$568,450","1 (2018)","$568,450","$568,450",2012
"Jerad Eickhoff","PHI","SP","$568,000","1 (2018)","$568,000","$568,000",2012
"Joe Ross","WSH","SP","$567,900","1 (2018)","$567,900","$567,900",2012
"James Hoyt","HOU","RP","$567,700","1 (2018)","$567,700","$567,700",2012
"Travis Shaw","MIL","3B","$567,400","1 (2018)","$567,400","$567,400",2012
"A.J. Schugel","PIT","RP","$567,000","1 (2018)","$567,000","$567,000",2012
"Luis Perdomo","SD","SP","$566,800","1 (2018)","$566,800","$566,800",2012
"Mychal Givens","BAL","RP","$566,500","1 (2018)","$566,500","$566,500",2012
"Matt Bowman","STL","RP","$565,900","1 (2018)","$565,900","$565,900",2012
"Dansby Swanson","ATL","SS","$565,000","1 (2018)","$565,000","$565,000",2012
"Jose Ramirez","ATL","RP","$565,000","1 (2018)","$565,000","$565,000",2012
"Preston Tucker","ATL","OF","$565,000","1 (2018)","$565,000","$565,000",2012
